"OrderID","CustomerID","FirstName","LastName","ProductID","UnitPrice","OrderAmount","OrderDate","ShipDate"
143477,2,Ken,Abel,766,469.79,469.79,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143478,2,Ken,Abel,769,469.79,469.79,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143479,2,Ken,Abel,796,1308.94,3926.81,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143480,2,Ken,Abel,836,324.45,973.36,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143481,2,Ken,Abel,763,469.79,1409.38,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143482,2,Ken,Abel,768,469.79,469.79,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143483,2,Ken,Abel,799,600.26,1800.79,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143484,2,Ken,Abel,729,202.33,809.33,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143485,2,Ken,Abel,835,324.45,648.91,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143486,2,Ken,Abel,725,202.33,202.33,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143487,2,Ken,Abel,801,600.26,1200.53,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143488,2,Ken,Abel,730,202.33,607.00,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143489,2,Ken,Abel,738,183.94,367.88,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143490,2,Ken,Abel,726,202.33,1011.66,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143491,2,Ken,Abel,791,1466.01,4398.03,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143492,2,Ken,Abel,767,469.79,1879.18,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143493,2,Ken,Abel,764,469.79,2348.97,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143494,2,Ken,Abel,826,67.54,135.08,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143495,2,Ken,Abel,795,1308.94,1308.94,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143496,2,Ken,Abel,793,1308.94,2617.88,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143497,2,Ken,Abel,819,149.03,298.06,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143498,2,Ken,Abel,797,600.26,1200.53,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143499,2,Ken,Abel,770,469.79,1409.38,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143500,2,Ken,Abel,790,1466.01,4398.03,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143501,2,Ken,Abel,761,469.79,939.59,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143502,2,Ken,Abel,765,469.79,469.79,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143503,2,Ken,Abel,789,1466.01,5864.04,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143504,2,Ken,Abel,820,198.04,396.07,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143505,2,Ken,Abel,760,469.79,939.59,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143506,2,Ken,Abel,794,1308.94,3926.81,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143507,2,Ken,Abel,783,1229.46,3688.38,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143508,2,Ken,Abel,780,1242.85,3728.56,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143509,2,Ken,Abel,863,22.79,68.38,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143510,2,Ken,Abel,782,1229.46,3688.38,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143511,2,Ken,Abel,844,11.99,71.96,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143512,2,Ken,Abel,788,647.99,647.99,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143513,2,Ken,Abel,780,1242.85,7457.11,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143514,2,Ken,Abel,715,28.84,86.52,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143515,2,Ken,Abel,712,5.19,31.12,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143516,2,Ken,Abel,859,14.13,56.52,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143517,2,Ken,Abel,825,196.33,392.66,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143518,2,Ken,Abel,814,209.26,837.02,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143519,2,Ken,Abel,711,20.19,40.37,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143520,2,Ken,Abel,862,22.03,280.72,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143521,2,Ken,Abel,861,22.79,45.59,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143522,2,Ken,Abel,782,1229.46,2458.92,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143523,2,Ken,Abel,779,1242.85,7457.11,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143524,2,Ken,Abel,831,209.26,1046.28,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143525,2,Ken,Abel,748,744.27,2232.82,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143526,2,Ken,Abel,743,736.15,1472.29,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143527,2,Ken,Abel,716,28.84,57.68,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143528,2,Ken,Abel,816,125.42,376.25,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143529,2,Ken,Abel,832,209.26,1046.28,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143530,2,Ken,Abel,707,20.19,60.56,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143531,2,Ken,Abel,785,647.99,1943.98,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143532,2,Ken,Abel,843,15.00,105.00,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143533,2,Ken,Abel,786,647.99,3887.96,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143534,2,Ken,Abel,810,65.60,262.41,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143535,2,Ken,Abel,823,52.65,315.88,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143536,2,Ken,Abel,714,28.84,173.04,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143537,2,Ken,Abel,815,36.45,36.45,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143538,2,Ken,Abel,787,647.99,3239.97,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143539,2,Ken,Abel,856,53.99,53.99,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143540,2,Ken,Abel,809,33.77,168.87,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143541,2,Ken,Abel,783,1229.46,9835.67,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143542,2,Ken,Abel,708,20.19,60.56,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143543,2,Ken,Abel,781,1242.85,3728.56,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143544,2,Ken,Abel,852,44.99,134.98,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143545,2,Ken,Abel,849,35.99,71.99,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143546,2,Ken,Abel,784,1229.46,8606.21,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143547,2,Ken,Abel,817,180.13,720.52,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143548,2,Ken,Abel,863,19.00,666.72,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143549,2,Ken,Abel,854,44.99,224.97,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143550,2,Ken,Abel,824,141.62,424.85,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143551,2,Ken,Abel,770,469.79,1409.38,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143552,2,Ken,Abel,761,469.79,469.79,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143553,2,Ken,Abel,763,469.79,939.59,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143554,2,Ken,Abel,712,5.19,10.37,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143555,2,Ken,Abel,715,28.84,144.20,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143556,2,Ken,Abel,826,67.54,270.16,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143557,2,Ken,Abel,854,44.99,179.98,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143558,2,Ken,Abel,765,469.79,1409.38,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143559,2,Ken,Abel,762,469.79,939.59,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143560,2,Ken,Abel,835,324.45,648.91,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143561,2,Ken,Abel,852,44.99,179.98,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143562,2,Ken,Abel,760,469.79,939.59,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143563,2,Ken,Abel,796,1308.94,1308.94,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143564,2,Ken,Abel,823,52.65,105.29,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143565,2,Ken,Abel,805,20.52,41.04,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143566,2,Ken,Abel,802,88.93,88.93,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143567,2,Ken,Abel,795,2181.56,2181.56,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143568,2,Ken,Abel,791,2443.35,2443.35,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143569,2,Ken,Abel,765,782.99,782.99,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143570,2,Ken,Abel,763,782.99,782.99,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143571,2,Ken,Abel,790,2443.35,2443.35,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143572,2,Ken,Abel,795,2181.56,2181.56,2012-09-30 00:00:00.000,2012-10-07 00:00:00.000
143573,2,Ken,Abel,783,2049.10,2049.10,2012-10-01 00:00:00.000,2012-10-08 00:00:00.000
143574,2,Ken,Abel,781,2071.42,2071.42,2012-10-01 00:00:00.000,2012-10-08 00:00:00.000
143575,2,Ken,Abel,790,2443.35,2443.35,2012-10-01 00:00:00.000,2012-10-08 00:00:00.000
143576,2,Ken,Abel,796,2181.56,2181.56,2012-10-01 00:00:00.000,2012-10-08 00:00:00.000
143577,2,Ken,Abel,795,2181.56,2181.56,2012-10-02 00:00:00.000,2012-10-09 00:00:00.000
143578,2,Ken,Abel,760,782.99,782.99,2012-10-02 00:00:00.000,2012-10-09 00:00:00.000
143579,2,Ken,Abel,781,2071.42,2071.42,2012-10-02 00:00:00.000,2012-10-09 00:00:00.000
143580,2,Ken,Abel,783,2049.10,2049.10,2012-10-02 00:00:00.000,2012-10-09 00:00:00.000
143581,2,Ken,Abel,791,2443.35,2443.35,2012-10-02 00:00:00.000,2012-10-09 00:00:00.000
143582,2,Ken,Abel,801,1000.44,1000.44,2012-10-02 00:00:00.000,2012-10-09 00:00:00.000
143583,2,Ken,Abel,790,2443.35,2443.35,2012-10-03 00:00:00.000,2012-10-10 00:00:00.000
143584,2,Ken,Abel,792,2181.56,2181.56,2012-10-04 00:00:00.000,2012-10-11 00:00:00.000
143585,2,Ken,Abel,798,1000.44,1000.44,2012-10-04 00:00:00.000,2012-10-11 00:00:00.000
143586,2,Ken,Abel,792,2181.56,2181.56,2012-10-04 00:00:00.000,2012-10-11 00:00:00.000
143587,2,Ken,Abel,766,782.99,782.99,2012-10-04 00:00:00.000,2012-10-11 00:00:00.000
143588,2,Ken,Abel,759,782.99,782.99,2012-10-04 00:00:00.000,2012-10-11 00:00:00.000
143589,2,Ken,Abel,759,782.99,782.99,2012-10-04 00:00:00.000,2012-10-11 00:00:00.000
143590,2,Ken,Abel,797,1000.44,1000.44,2012-10-05 00:00:00.000,2012-10-12 00:00:00.000
143591,2,Ken,Abel,795,2181.56,2181.56,2012-10-05 00:00:00.000,2012-10-12 00:00:00.000
143592,2,Ken,Abel,795,2181.56,2181.56,2012-10-05 00:00:00.000,2012-10-12 00:00:00.000
143593,2,Ken,Abel,792,2181.56,2181.56,2012-10-05 00:00:00.000,2012-10-12 00:00:00.000
143594,2,Ken,Abel,761,782.99,782.99,2012-10-05 00:00:00.000,2012-10-12 00:00:00.000
143595,2,Ken,Abel,790,2443.35,2443.35,2012-10-05 00:00:00.000,2012-10-12 00:00:00.000
143596,2,Ken,Abel,790,2443.35,2443.35,2012-10-05 00:00:00.000,2012-10-12 00:00:00.000
143597,2,Ken,Abel,783,2049.10,2049.10,2012-10-05 00:00:00.000,2012-10-12 00:00:00.000
143598,2,Ken,Abel,762,782.99,782.99,2012-10-05 00:00:00.000,2012-10-12 00:00:00.000
143599,2,Ken,Abel,801,1000.44,1000.44,2012-10-06 00:00:00.000,2012-10-13 00:00:00.000
143600,2,Ken,Abel,800,1000.44,1000.44,2012-10-06 00:00:00.000,2012-10-13 00:00:00.000
143601,2,Ken,Abel,770,782.99,782.99,2012-10-06 00:00:00.000,2012-10-13 00:00:00.000
143602,2,Ken,Abel,779,2071.42,2071.42,2012-10-06 00:00:00.000,2012-10-13 00:00:00.000
143603,2,Ken,Abel,795,2181.56,2181.56,2012-10-06 00:00:00.000,2012-10-13 00:00:00.000
143604,2,Ken,Abel,789,2443.35,2443.35,2012-10-07 00:00:00.000,2012-10-14 00:00:00.000
143605,2,Ken,Abel,783,2049.10,2049.10,2012-10-07 00:00:00.000,2012-10-14 00:00:00.000
143606,2,Ken,Abel,779,2071.42,2071.42,2012-10-07 00:00:00.000,2012-10-14 00:00:00.000
143607,2,Ken,Abel,795,2181.56,2181.56,2012-10-07 00:00:00.000,2012-10-14 00:00:00.000
143608,2,Ken,Abel,792,2181.56,2181.56,2012-10-07 00:00:00.000,2012-10-14 00:00:00.000
143609,2,Ken,Abel,798,1000.44,1000.44,2012-10-07 00:00:00.000,2012-10-14 00:00:00.000
143610,2,Ken,Abel,780,2071.42,2071.42,2012-10-07 00:00:00.000,2012-10-14 00:00:00.000
143611,2,Ken,Abel,779,2071.42,2071.42,2012-10-08 00:00:00.000,2012-10-15 00:00:00.000
143612,2,Ken,Abel,793,2181.56,2181.56,2012-10-08 00:00:00.000,2012-10-15 00:00:00.000
143613,2,Ken,Abel,791,2443.35,2443.35,2012-10-08 00:00:00.000,2012-10-15 00:00:00.000
143614,2,Ken,Abel,764,782.99,782.99,2012-10-08 00:00:00.000,2012-10-15 00:00:00.000
143615,2,Ken,Abel,780,2071.42,2071.42,2012-10-09 00:00:00.000,2012-10-16 00:00:00.000
143616,2,Ken,Abel,784,2049.10,2049.10,2012-10-09 00:00:00.000,2012-10-16 00:00:00.000
143617,2,Ken,Abel,762,782.99,782.99,2012-10-09 00:00:00.000,2012-10-16 00:00:00.000
143618,2,Ken,Abel,791,2443.35,2443.35,2012-10-09 00:00:00.000,2012-10-16 00:00:00.000
143619,2,Ken,Abel,784,2049.10,2049.10,2012-10-09 00:00:00.000,2012-10-16 00:00:00.000
143620,2,Ken,Abel,792,2181.56,2181.56,2012-10-09 00:00:00.000,2012-10-16 00:00:00.000
143621,2,Ken,Abel,795,2181.56,2181.56,2012-10-09 00:00:00.000,2012-10-16 00:00:00.000
143622,2,Ken,Abel,784,2049.10,2049.10,2012-10-10 00:00:00.000,2012-10-17 00:00:00.000
143623,2,Ken,Abel,792,2181.56,2181.56,2012-10-10 00:00:00.000,2012-10-17 00:00:00.000
143624,2,Ken,Abel,790,2443.35,2443.35,2012-10-10 00:00:00.000,2012-10-17 00:00:00.000
143625,2,Ken,Abel,765,782.99,782.99,2012-10-10 00:00:00.000,2012-10-17 00:00:00.000
143626,2,Ken,Abel,779,2071.42,2071.42,2012-10-10 00:00:00.000,2012-10-17 00:00:00.000
143627,2,Ken,Abel,784,2049.10,2049.10,2012-10-10 00:00:00.000,2012-10-17 00:00:00.000
143628,2,Ken,Abel,795,2181.56,2181.56,2012-10-10 00:00:00.000,2012-10-17 00:00:00.000
143629,2,Ken,Abel,792,2181.56,2181.56,2012-10-10 00:00:00.000,2012-10-17 00:00:00.000
143630,2,Ken,Abel,795,2181.56,2181.56,2012-10-10 00:00:00.000,2012-10-17 00:00:00.000
143631,2,Ken,Abel,792,2181.56,2181.56,2012-10-10 00:00:00.000,2012-10-17 00:00:00.000
143632,2,Ken,Abel,763,782.99,782.99,2012-10-10 00:00:00.000,2012-10-17 00:00:00.000
143633,2,Ken,Abel,801,1000.44,1000.44,2012-10-11 00:00:00.000,2012-10-18 00:00:00.000
143634,2,Ken,Abel,792,2181.56,2181.56,2012-10-11 00:00:00.000,2012-10-18 00:00:00.000
143635,2,Ken,Abel,792,2181.56,2181.56,2012-10-11 00:00:00.000,2012-10-18 00:00:00.000
143636,2,Ken,Abel,790,2443.35,2443.35,2012-10-11 00:00:00.000,2012-10-18 00:00:00.000
143637,2,Ken,Abel,794,2181.56,2181.56,2012-10-11 00:00:00.000,2012-10-18 00:00:00.000
143638,2,Ken,Abel,763,782.99,782.99,2012-10-11 00:00:00.000,2012-10-18 00:00:00.000
143639,2,Ken,Abel,793,2181.56,2181.56,2012-10-12 00:00:00.000,2012-10-19 00:00:00.000
143640,2,Ken,Abel,789,2443.35,2443.35,2012-10-12 00:00:00.000,2012-10-19 00:00:00.000
143641,2,Ken,Abel,784,2049.10,2049.10,2012-10-12 00:00:00.000,2012-10-19 00:00:00.000
143642,2,Ken,Abel,793,2181.56,2181.56,2012-10-12 00:00:00.000,2012-10-19 00:00:00.000
143643,2,Ken,Abel,795,2181.56,2181.56,2012-10-13 00:00:00.000,2012-10-20 00:00:00.000
143644,2,Ken,Abel,780,2071.42,2071.42,2012-10-13 00:00:00.000,2012-10-20 00:00:00.000
143645,2,Ken,Abel,791,2443.35,2443.35,2012-10-13 00:00:00.000,2012-10-20 00:00:00.000
143646,2,Ken,Abel,790,2443.35,2443.35,2012-10-13 00:00:00.000,2012-10-20 00:00:00.000
143647,2,Ken,Abel,794,2181.56,2181.56,2012-10-13 00:00:00.000,2012-10-20 00:00:00.000
143648,2,Ken,Abel,791,2443.35,2443.35,2012-10-14 00:00:00.000,2012-10-21 00:00:00.000
143649,2,Ken,Abel,780,2071.42,2071.42,2012-10-14 00:00:00.000,2012-10-21 00:00:00.000
143650,2,Ken,Abel,767,782.99,782.99,2012-10-14 00:00:00.000,2012-10-21 00:00:00.000
143651,2,Ken,Abel,799,1000.44,1000.44,2012-10-15 00:00:00.000,2012-10-22 00:00:00.000
143652,2,Ken,Abel,779,2071.42,2071.42,2012-10-15 00:00:00.000,2012-10-22 00:00:00.000
143653,2,Ken,Abel,790,2443.35,2443.35,2012-10-15 00:00:00.000,2012-10-22 00:00:00.000
143654,2,Ken,Abel,796,2181.56,2181.56,2012-10-15 00:00:00.000,2012-10-22 00:00:00.000
143655,2,Ken,Abel,791,2443.35,2443.35,2012-10-15 00:00:00.000,2012-10-22 00:00:00.000
143656,2,Ken,Abel,783,2049.10,2049.10,2012-10-15 00:00:00.000,2012-10-22 00:00:00.000
143657,2,Ken,Abel,793,2181.56,2181.56,2012-10-15 00:00:00.000,2012-10-22 00:00:00.000
143658,2,Ken,Abel,797,1000.44,1000.44,2012-10-15 00:00:00.000,2012-10-22 00:00:00.000
143659,2,Ken,Abel,783,2049.10,2049.10,2012-10-16 00:00:00.000,2012-10-23 00:00:00.000
143660,2,Ken,Abel,796,2181.56,2181.56,2012-10-16 00:00:00.000,2012-10-23 00:00:00.000
143661,2,Ken,Abel,766,782.99,782.99,2012-10-16 00:00:00.000,2012-10-23 00:00:00.000
143662,2,Ken,Abel,795,2181.56,2181.56,2012-10-16 00:00:00.000,2012-10-23 00:00:00.000
143663,2,Ken,Abel,761,782.99,782.99,2012-10-16 00:00:00.000,2012-10-23 00:00:00.000
143664,2,Ken,Abel,760,782.99,782.99,2012-10-16 00:00:00.000,2012-10-23 00:00:00.000
143665,2,Ken,Abel,764,782.99,782.99,2012-10-17 00:00:00.000,2012-10-24 00:00:00.000
143666,2,Ken,Abel,795,2181.56,2181.56,2012-10-17 00:00:00.000,2012-10-24 00:00:00.000
143667,2,Ken,Abel,779,2071.42,2071.42,2012-10-17 00:00:00.000,2012-10-24 00:00:00.000
143668,2,Ken,Abel,790,2443.35,2443.35,2012-10-17 00:00:00.000,2012-10-24 00:00:00.000
143669,2,Ken,Abel,792,2181.56,2181.56,2012-10-17 00:00:00.000,2012-10-24 00:00:00.000
143670,2,Ken,Abel,762,782.99,782.99,2012-10-17 00:00:00.000,2012-10-24 00:00:00.000
143671,2,Ken,Abel,760,782.99,782.99,2012-10-17 00:00:00.000,2012-10-24 00:00:00.000
143672,2,Ken,Abel,801,1000.44,1000.44,2012-10-18 00:00:00.000,2012-10-25 00:00:00.000
143673,2,Ken,Abel,793,2181.56,2181.56,2012-10-18 00:00:00.000,2012-10-25 00:00:00.000
143674,2,Ken,Abel,782,2049.10,2049.10,2012-10-18 00:00:00.000,2012-10-25 00:00:00.000
143675,2,Ken,Abel,781,2071.42,2071.42,2012-10-18 00:00:00.000,2012-10-25 00:00:00.000
143676,2,Ken,Abel,781,2071.42,2071.42,2012-10-19 00:00:00.000,2012-10-26 00:00:00.000
143677,2,Ken,Abel,783,2049.10,2049.10,2012-10-19 00:00:00.000,2012-10-26 00:00:00.000
143678,2,Ken,Abel,766,782.99,782.99,2012-10-19 00:00:00.000,2012-10-26 00:00:00.000
143679,2,Ken,Abel,784,2049.10,2049.10,2012-10-19 00:00:00.000,2012-10-26 00:00:00.000
143680,2,Ken,Abel,779,2071.42,2071.42,2012-10-19 00:00:00.000,2012-10-26 00:00:00.000
143681,2,Ken,Abel,793,2181.56,2181.56,2012-10-19 00:00:00.000,2012-10-26 00:00:00.000
143682,2,Ken,Abel,791,2443.35,2443.35,2012-10-19 00:00:00.000,2012-10-26 00:00:00.000
143683,2,Ken,Abel,759,782.99,782.99,2012-10-19 00:00:00.000,2012-10-26 00:00:00.000
143684,2,Ken,Abel,780,2071.42,2071.42,2012-10-19 00:00:00.000,2012-10-26 00:00:00.000
143685,2,Ken,Abel,799,1000.44,1000.44,2012-10-20 00:00:00.000,2012-10-27 00:00:00.000
143686,2,Ken,Abel,784,2049.10,2049.10,2012-10-20 00:00:00.000,2012-10-27 00:00:00.000
143687,2,Ken,Abel,782,2049.10,2049.10,2012-10-20 00:00:00.000,2012-10-27 00:00:00.000
143688,2,Ken,Abel,789,2443.35,2443.35,2012-10-20 00:00:00.000,2012-10-27 00:00:00.000
143689,2,Ken,Abel,800,1000.44,1000.44,2012-10-20 00:00:00.000,2012-10-27 00:00:00.000
143690,2,Ken,Abel,761,782.99,782.99,2012-10-20 00:00:00.000,2012-10-27 00:00:00.000
143691,2,Ken,Abel,761,782.99,782.99,2012-10-20 00:00:00.000,2012-10-27 00:00:00.000
143692,2,Ken,Abel,789,2443.35,2443.35,2012-10-21 00:00:00.000,2012-10-28 00:00:00.000
143693,2,Ken,Abel,780,2071.42,2071.42,2012-10-21 00:00:00.000,2012-10-28 00:00:00.000
143694,2,Ken,Abel,794,2181.56,2181.56,2012-10-21 00:00:00.000,2012-10-28 00:00:00.000
143695,2,Ken,Abel,767,782.99,782.99,2012-10-21 00:00:00.000,2012-10-28 00:00:00.000
143696,2,Ken,Abel,797,1000.44,1000.44,2012-10-22 00:00:00.000,2012-10-29 00:00:00.000
